user_id,low_intralist_diversity,med_intralist_diversity,high_intralist_diversity,random_intralist_diversity,low_relevance,med_relevance,high_relevance,random_relevance,low_diversity*relevance,med_diversity*relevance,high_diversity*relevance,random_diversity*relevance,low_serendipity,med_serendipity,high_serendipity,random_serendipity
8,3.2772695767993847,4.925877359511175,4.882162894176722,3.736485420056497,0.8,0.6,0.3333333333333333,0.6666666666666666,2.621815661439508,2.955526415706705,1.6273876313922406,2.4909902800376647,0.5333333333333333,0.52,0.26666666666666666,0.3555555555555555
877,3.5727803953206414,4.678018629482975,4.857594767326672,3.577828925775718,0.9333333333333333,0.6666666666666666,0.4,0.6,3.334595035632599,3.118679086321983,1.943037906930669,2.146697355465431,0.49777777777777776,0.39999999999999997,0.29333333333333333,0.36
684,3.3725773186587054,4.342789627337913,5.306634850026083,3.905066750229326,1.0,0.7333333333333333,0.6,0.5333333333333333,3.3725773186587054,3.184712393381136,3.18398091001565,2.082702266788974,0.6,0.4888888888888888,0.39999999999999997,0.46222222222222226
779,3.5154893233062,4.187251731020763,4.775985779282027,4.524660322419259,0.8,0.5333333333333333,0.4,0.6,2.81239145864496,2.2332009232110734,1.9103943117128108,2.7147961934515554,0.6933333333333334,0.3555555555555555,0.3466666666666667,0.43999999999999995
144,2.072463672670433,4.048122026872736,4.945908860281271,4.266428699002911,1.0,0.6666666666666666,0.4,0.4666666666666667,2.072463672670433,2.6987480179151575,1.9783635441125087,1.9910000595346917,0.2,0.4444444444444444,0.26666666666666666,0.3422222222222222
96,2.5170306561471265,4.396527037520606,4.669777902412844,4.185845783196255,0.9333333333333333,0.8,0.4666666666666667,0.4,2.349228612403985,3.517221630016485,2.1792296877926605,1.6743383132785021,0.5599999999999999,0.6933333333333334,0.40444444444444444,0.37333333333333335
678,3.245007318942504,4.167738754656278,4.882288772916267,4.420886502472376,0.8,0.7333333333333333,0.6,0.3333333333333333,2.5960058551540035,3.0563417534146033,2.9293732637497603,1.4736288341574586,0.4266666666666667,0.43999999999999995,0.48,0.19999999999999998
922,3.120300859859704,4.154486412159216,4.904930689820608,3.5666343345762836,0.9333333333333333,0.8666666666666667,0.3333333333333333,0.3333333333333333,2.912280802535724,3.6005548905379876,1.6349768966068692,1.1888781115254279,0.49777777777777776,0.5777777777777777,0.26666666666666666,0.26666666666666666
725,3.9545195428273754,4.4961475192236,4.920297393527004,4.334268078041225,0.8666666666666667,0.7333333333333333,0.6,0.4666666666666667,3.427250270450392,3.2971748474306395,2.9521784361162022,2.0226584364192384,0.6933333333333334,0.5377777777777777,0.39999999999999997,0.3111111111111111
120,3.2235032587853696,4.817979387266397,4.8501857887390365,4.211439244958346,0.9333333333333333,0.6666666666666666,0.4,0.4666666666666667,3.0086030415330116,3.211986258177598,1.9400743154956146,1.965338314313895,0.49777777777777776,0.4444444444444444,0.26666666666666666,0.3111111111111111
